1155			10			37
1430			10			33
1430			10			59
1641			10			184
1655			10			37
1705			10			29
1769			10			177
1973			10			76
1974			10			175
1975			10			93
1976			10			255
1977			10			113
1978			10			192
1979			10			26
1980			10			29
1981			10			23
1982			10			29
1983			10			20
1984			10			19
1985			10			25
1986			10			22
1987			10			24
1988			10			98
1989			10			142
1990			10			18
1991			10			34
1992			10			35
1993			10			30
1994			10			22
1995			10			26
1996			10			31
1997			10			172
1998			10			94
1999			10			70
2000			10			117
2001			10			48
2002			10			316
2003			10			228
2004			10			129
2005			10			27
2006			10			34
2007			10			11
2008			10			31
2009			10			25
2010			10			23
2011			10			24
2012			10			24
2013			10			18
2014			10			24
2015			10			119
2016			10			109
2017			10			142
2018			10			134
2019			10			117
2020			10			233
2021			10			32
2022			10			22
2023			10			24
2024			10			23
2025			10			28
2026			10			15
2027			10			30
2028			10			32
2029			10			23
2030			10			145
2187			10			131
2367			10			130
2390			10			168
2421			10			214
2519			10			101
2746			10			125
2786			10			202
2787			10			144
2788			10			28
2792			10			13
2793			10			12
2801			10			34
2813			10			64
2879			10			33
2989			10			140
2998			10			138
3025			10			7
3025			10			11
3116			10			149
3117			10			151
3118			10			94
3119			10			65
3120			10			140
3121			10			124
3122			10			34
3123			10			24
3124			10			126
3125			10			163
3126			10			46
394			100			16
572			100			7
897			100			27
1170			100			132
1334			100			82
1647			100			71
1658			100			64
1906			100			143
2145			100			147
2233			100			26
2620			100			89
2629			100			70
2849			100			121
2989			100			175
826			1000			20
2299			1000			129
3185			1000			66
3191			1000			50
1604			10000			22
2216			10000			99
3005			10000			16
1631			1000000			8
293			1001			22
1432			1001			87
2039			1001			33
2137			1001			150
2418			1001			27
2453			1001			150
294			1002			15
827			1002			28
2572			1002			187
2666			1002			97
2196			100200			115
295			1003			22
828			1003			39
1993			1003			32
2419			1003			26
3128			1003			157
3174			1003			70
296			1004			21
829			1004			22
2185			1004			78
2525			1004			175
2573			1004			17
2710			1004			141
2839			1004			73
297			1005			21
1994			1005			24
2355			1005			133
2620			1005			208
3160			1005			213
236			1006			59
830			1006			19
1929			1006			143
1995			1006			28
2220			1006			113
2887			1006			225
237			1007			16
831			1007			19
2454			1007			93
2574			1007			36
3073			1007			102
832			1008			17
1996			1008			33
2737			1008			136
2803			1008			43
238			1009			23
298			1009			106
833			1009			20
1241			1009			17
2138			1009			143
2221			1009			35
2575			1009			34
1641			100fold			145
395			101			13
573			101			7
848			101			51
898			101			15
1258			101			90
3006			101			129
239			1010			26
299			1010			17
396			1010			118
834			1010			19
1242			1010			18
1433			1010			195
2420			1010			141
2621			1010			92
2946			1010			110
3184			1010			62
3186			1010			35
3187			1010			44
3188			1010			73
3189			1010			66
3190			1010			54
3192			1010			72
3193			1010			53
3194			1010			64
3195			1010			69
3196			1010			71
3197			1010			56
3198			1010			74
3199			1010			124
3200			1010			140
3201			1010			100
3202			1010			111
3203			1010			108
3204			1010			102
240			1011			22
1243			1011			29
2888			1011			119
300			1012			57
835			1012			19
1244			1012			17
2186			1012			176
2576			1012			34
2667			1012			159
2840			1012			126
301			1013			19
836			1013			18
1245			1013			15
2455			1013			142
2804			1013			62
3172			1013			120
302			1014			15
1434			1014			92
1756			1014			46
2139			1014			86
2300			1014			125
2711			1014			145
241			1015			111
837			1015			17
1246			1015			15
1997			1015			174
2106			1015			224
2526			1015			175
2577			1015			36
303			1016			63
838			1016			17
3074			1016			154
242			1017			57
304			1017			21
839			1017			19
2187			1017			138
2739			1017			180
305			1018			14
840			1018			18
1247			1018			92
1757			1018			57
2107			1018			71
2140			1018			105
2578			1018			34
306			1019			14
1758			1019			26
1998			1019			96
2222			1019			32
2622			1019			245
3161			1019			28
1084			101978			75
276			102			66
571			102			6
899			102			17
1619			102			56
3007			102			15
307			1020			16
841			1020			19
1435			1020			123
1759			1020			21
2456			1020			141
2947			1020			163
308			1021			16
842			1021			22
1436			1021			20
2301			1021			157
2527			1021			119
309			1022			16
843			1022			14
1760			1022			25
2223			1022			31
2528			1022			29
48			1023			67
243			1023			164
310			1023			24
844			1023			15
1438			1023			48
2141			1023			103
244			1024			17
845			1024			18
1248			1024			61
1591			1024			223
1761			1024			26
2108			1024			60
2457			1024			96
2579			1024			100
245			1025			24
311			1025			17
846			1025			15
1762			1025			21
2224			1025			36
2529			1025			29
2623			1025			128
2841			1025			144
3075			1025			115
312			1026			17
313			1026			20
1249			1026			24
1439			1026			87
2188			1026			208
2458			1026			21
2530			1026			31
3089			1026			90
246			1027			19
247			1027			17
314			1027			21
847			1027			29
1763			1027			37
2040			1027			30
2225			1027			29
2459			1027			20
2889			1027			231
3162			1027			68
315			1028			16
1592			1028			86
2421			1028			249
2531			1028			25
2918			1028			148
316			1029			22
2041			1029			27
2422			1029			21
2460			1029			16
1559			102g6			17
570			103			5
2746			103			160
1593			1030			87
2109			1030			128
2302			1030			152
2461			1030			16
2532			1030			26
248			1031			93
317			1031			22
2462			1031			19
2668			1031			142
2805			1031			93
249			1032			21
318			1032			18
1440			1032			65
1705			1032			243
2042			1032			64
2142			1032			167
2226			1032			80
2658			1032			31
2740			1032			162
2463			1033			18
2842			1033			136
250			1034			18
1764			1034			171
2043			1034			31
2464			1034			30
2659			1034			29
3129			1034			114
2110			1035			126
2143			1035			35
2533			1035			36
2580			1035			156
2712			1035			124
319			1036			107
1885			1036			163
2044			1036			26
2303			1036			44
2660			1036			25
251			1037			64
1441			1037			115
1595			1037			114
2465			1037			34
2806			1037			72
2890			1037			171
2919			1037			162
1596			1038			20
2045			1038			27
2661			1038			30
2713			1038			22
3173			1038			92
1442			1039			21
1706			1039			148
2466			1039			29
2741			1039			120
2843			1039			83
555			104			5
1641			104			168
2114			104			114
2252			104			173
252			1040			80
320			1040			115
1307			1040			209
2111			1040			113
2227			1040			110
2304			1040			80
2662			1040			33
3043			1040			113
253			1041			26
848			1041			82
2467			1041			29
2581			1041			104
2669			1041			173
1443			1042			91
1707			1042			76
2891			1042			94
1930			1043			176
2468			1043			24
254			1044			109
1444			1044			49
1601			1044			143
2807			1044			123
3044			1044			59
255			1045			15
1708			1045			91
2228			1045			105
2534			1045			202
256			1046			19
1308			1046			157
2305			1046			136
2469			1046			79
257			1047			17
2356			1047			105
3066			1047			133
258			1048			17
321			1048			222
1445			1048			105
2144			1048			173
849			1049			183
1931			1049			138
2112			1049			110
2670			1049			101
2892			1049			135
554			105			4
805			105			4
1259			105			83
2151			105			119
2928			105			157
3097			105			220
1446			1050			20
2306			1050			66
2582			1050			164
2714			1050			147
2920			1050			137
3116			1050			151
3135			1050			162
1309			1051			113
2808			1051			99
259			1052			18
850			1052			72
1709			1052			135
3045			1052			88
3114			1052			176
260			1053			17
1602			1053			141
2583			1053			40
261			1054			14
262			1054			16
2671			1054			30
263			1055			18
322			1055			128
1310			1055			24
1932			1055			140
264			1056			17
323			1056			20
1311			1056			14
2424			1056			192
2672			1056			32
2809			1056			96
324			1057			16
851			1057			106
1312			1057			15
1603			1057			97
1886			1057			191
2046			1057			238
2229			1057			166
2245			1057			182
325			1058			20
852			1058			22
1313			1058			20
2145			1058			179
2673			1058			24
265			1059			56
326			1059			15
853			1059			16
2307			1059			156
2425			1059			16
443			106			8
553			106			8
2115			106			25
2367			106			138
552			107			4
934			107			4
1827			107			221
2483			107			252
2596			107			143
2628			107			168
2684			107			153
2747			107			59
3008			107			161
397			108			166
540			108			6
551			108			6
1620			108			100
1634			108			12
539			109			6
550			109			6
3136			109			125
48			10bit			48
1430			10i			25
1634			10p			51
1430			10x			50
242			11			18
1670			11			32
1764			11			163
1770			11			20
1796			11			28
2035			11			167
2390			11			169
2519			11			102
2629			11/45			20
398			110			15
538			110			8
1260			110			86
3098			110			125
266			1100			20
1887			1100			63
2584			1100			92
3026			1100			7
3026			1100			16
3026			1100			34
3026			1100			56
3026			1100			88
3026			1100			116
3026			1100/80			51
267			1101			20
327			1101			25
1314			1101			75
2426			1101			33
2470			1101			269
2921			1101			202
3090			1101			143
1453			1102			148
1604			1102			91
1710			1102			132
2047			1102			113
2246			1102			116
2585			1102			25
2715			1102			117
3046			1102			129
3130			1102			150
328			1103			15
585			1103			32
2427			1103			23
3179			1103			86
2357			1104			137
854			1105			162
2308			1105			129
2586			1105			28
2810			1105			161
2844			1105			28
3115			1105			173
2428			1106			33
1439			1107			42
1472			1107			17
1765			1107			104
1888			1107			128
1933			1107			123
2587			1107			23
3026			1107			30
329			1108			122
2048			1108			96
2233			1108			289
2674			1108			154
330			1109			22
1454			1109			163
1605			1109			171
2247			1109			151
2429			1109			41
2471			1109			159
2588			1109			18
3180			1109			82
2152			111			145
2748			111			53
331			1110			21
855			1110			121
1315			1110			170
1606			1110			20
2589			1110			23
2675			1110			22
1316			1111			19
1934			1111			96
2430			1111			33
2676			1111			19
1317			1112			16
1711			1112			171
1766			1112			90
2472			1112			24
3037			1112			109
3131			1112			119
332			1113			68
2248			1113			102
2309			1113			47
2431			1113			32
2535			1113			177
2677			1113			20
333			1114			27
856			1114			81
1318			1114			16
1712			1114			59
2473			1114			26
2590			1114			14
1319			1115			20
1935			1115			83
2432			1115			27
3175			1115			114
334			1116			20
857			1116			41
1320			1116			17
2474			1116			30
3047			1116			183
1321			1117			16
1767			1117			100
2230			1117			113
2591			1117			22
1322			1118			16
1455			1118			153
2678			1118			28
3038			1118			84
1713			1119			100
2249			1119			114
2310			1119			141
2475			1119			27
2624			1119			120
2716			1119			172
277			112			21
399			112			26
421			112			8
524			112			8
1093			112			17
1621			112			79
2253			112			144
2537			112			140
3009			112			68
335			1120			80
1608			1120			173
2250			1120			25
3067			1120			160
858			1121			81
1714			1121			32
1889			1121			151
2476			1121			31
859			1122			14
1609			1122			176
2311			1122			76
2477			1123			33
2536			1123			115
1715			1124			23
2312			1124			45
2358			1124			208
2478			1124			26
2845			1124			79
3176			1124			124
860			1125			70
1456			1125			153
1610			1125			80
1936			1125			282
2251			1125			97
1323			1126			165
1716			1126			35
2679			1126			117
3048			1126			192
336			1127			28
1768			1127			172
861			1128			102
862			1129			19
400			113			26
523			113			3
1094			113			15
1828			113			113
863			1130			14
1717			1130			87
2433			1130			153
2922			1130			231
864			1131			19
1067			1131			66
1611			1131			59
1612			1132			82
1937			1132			109
3117			1132			153
1068			1133			16
3181			1133			131
337			1134			18
1718			1134			60
2434			1134			78
338			1135			16
1069			1135			23
1457			1135			118
339			1136			21
865			1136			109
1613			1136			116
1769			1136			189
2049			1136			62
340			1137			15
866			1137			15
1070			1137			21
1938			1137			103
341			1138			15
2435			1138			68
342			1139			19
2146			1139			141
401			114			19
402			114			14
522			114			7
1095			114			17
2055			114			26
2116			114			43
2484			114			194
2685			114			63
343			1140			21
1071			1140			80
1719			1140			135
1997			1140			117
1770			1141			113
2436			1141			77
2923			1141			175
344			1142			18
3091			1142			184
867			1143			143
1614			1143			109
2050			1143			133
3050			1143			132
346			1144			21
1720			1144			55
1939			1144			201
2147			1144			136
3155			1144			15
347			1145			21
868			1145			27
869			1146			17
1940			1146			36
348			1147			20
349			1147			17
870			1147			19
3163			1147			206
871			1148			16
1072			1148			92
1459			1148			81
1941			1148			22
3177			1148			100
350			1149			24
872			1149			20
2148			1149			114
2948			1149			119
420			115			3
465			115			3
521			115			3
1261			115			109
2233			115			103
2233			115			431
351			1150			23
873			1150			16
1073			1150			40
1942			1150			35
352			1151			17
1074			1151			14
1721			1151			163
2051			1151			186
2437			1151			185
3051			1151			36
1075			1152			15
1771			1152			192
353			1153			19
1076			1153			15
1077			1153			16
2149			1153			48
2924			1153			188
1772			1154			17
1943			1154			33
1078			1155			19
2052			1155			93
874			1156			16
1079			1156			18
1460			1156			61
1773			1156			20
1944			1156			26
3164			1156			148
354			1157			26
1080			1157			17
1812			1157			25
1081			1158			17
1722			1158			135
2150			1158			116
355			1159			19
1082			1159			22
1774			1159			83
1813			1159			29
2949			1159			165
3092			1159			192
403			116			25
404			116			19
520			116			4
2313			116			133
498			117			4
519			117			6
899			117			4
933			117			4
2056			117			23
2958			117			119
419			118			4
498			118			5
518			118			6
899			118			5
933			118			5
1622			118			85
405			119			50
517			119			6
2057			119			36
2686			119			89
3099			119			115
536			12			96
848			12			22
1185			12			53
1345			12			33
1616			12			16
1616			12			52
1796			12			29
1900			12			101
2154			12			139
2303			12			38
2304			12			73
2305			12			128
2306			12			60
2316			12			122
2317			12			166
2322			12			68
2789			12			18
2790			12			18
2791			12			20
2794			12			154
2795			12			148
2796			12			18
2797			12			20
2799			12			116
2800			12			139
2801			12			130
2802			12			139
2803			12			41
2804			12			60
2805			12			91
2806			12			70
2807			12			121
2808			12			92
2808			12			97
2809			12			94
2810			12			159
2931			12			371
2998			12			148
3024			12			158
3028			12			123
3090			12			141
3127			12			117
3128			12			155
3129			12			112
3130			12			148
3131			12			117
3132			12			165
3133			12			110
406			120			32
516			120			5
932			120			8
1871			120			40
2254			120			167
2749			120			145
2851			120			257
2955			120			103
3092			120			73
356			1200			15
1814			1200			23
1945			1200			113
357			1201			18
1775			1201			37
358			1202			19
1776			1202			20
1815			1202			26
359			1203			15
1083			1203			106
2053			1203			195
360			1204			17
1777			1204			29
3118			1204			96
3165			1204			146
361			1205			19
3000			1205			116
875			1206			19
1778			1206			20
1816			1206			37
1723			1207			92
362			1208			15
1817			1208			28
363			1209			18
407			121			22
487			121			3
1203			121			3
2058			121			27
3010			121			93
364			1210			18
1946			1210			186
3119			1210			67
1818			1211			37
1724			1212			114
2054			1212			198
365			1213			20
1084			1213			76
1819			1213			32
366			1214			20
876			1214			17
1085			1214			20
877			1215			22
1820			1215			24
1947			1215			99
3001			1215			193
1655			1216			70
367			1217			80
878			1217			21
2893			1217			217
879			1218			21
1086			1218			29
3156			1218			111
2798			121978			146
278			122			180
408			122			25
486			122			4
1127			122			4
1829			122			201
2153			122			134
2255			122			35
2538			122			146
880			1220			19
881			1221			20
1087			1221			58
1656			1221			22
1822			1221			27
882			1222			16
1823			1222			25
3093			1222			102
883			1223			18
1725			1224			244
884			1225			26
885			1226			17
1088			1226			111
2846			1226			193
3120			1226			142
886			1227			16
887			1228			36
2592			1228			156
3002			1228			219
888			1229			26
1089			1229			17
2359			1229			177
279			123			18
485			123			6
707			123			3
831			123			6
900			123			16
1126			123			3
1579			123			6
2485			123			121
2597			123			101
2929			123			152
889			1230			19
2479			1230			146
368			1231			20
2360			1231			29
369			1232			18
890			1232			37
1090			1232			17
2361			1232			25
2680			1232			137
2894			1232			106
2950			1232			139
3094			1232			213
370			1233			16
1091			1233			20
2231			1233			120
2957			1233			179
1092			1234			17
2362			1234			32
2847			1234			106
3003			1234			89
371			1235			25
1250			1235			19
2593			1235			138
372			1236			16
2363			1236			28
2480			1236			156
373			1237			18
891			1237			105
2681			1237			109
374			1238			15
1251			1238			40
375			1239			15
2625			1239			194
2848			1239			100
280			124			20
484			124			4
901			124			17
1156			124			4
2256			124			30
376			1240			15
2925			1240			191
3095			1240			117
377			1241			15
1252			1241			100
2481			1241			105
378			1242			21
379			1242			13
892			1242			84
2951			1242			181
2742			1243			124
1824			1244			194
2895			1244			78
2987			1244			169
3004			1244			120
380			1245			73
1253			1245			98
2743			1245			36
2952			1245			29
381			1246			18
2482			1246			99
2594			1246			113
2682			1246			179
2926			1246			91
893			1247			91
268			1248			19
382			1248			19
3096			1248			170
269			1249			17
383			1249			21
384			1249			16
1254			1249			49
2232			1249			195
2626			1249			109
2849			1249			179
473			125			3
2959			125			126
3137			125			98
270			1250			18
385			1250			15
2364			1250			47
2953			1250			93
271			1251			23
894			1251			102
2988			1251			130
386			1252			16
1255			1252			90
1825			1252			170
2744			1252			103
387			1253			15
1256			1253			15
272			1254			83
388			1254			22
2365			1254			76
273			1255			18
389			1255			16
2683			1255			131
2927			1255			125
3005			1255			159
390			1256			21
2595			1256			137
2627			1256			139
2745			1256			68
2954			1256			105
274			1257			26
391			1257			18
895			1257			37
1615			1257			70
1826			1257			89
2113			1257			212
275			1258			20
392			1258			19
896			1258			19
1257			1258			97
1616			1258			70
393			1259			25
1617			1259			21
2366			1259			124
2850			1259			161
2620			125word			70
409			126			127
472			126			4
1461			126			14
1890			126			178
2257			126			28
2539			126			35
3100			126			117
281			127			54
410			127			16
471			127			3
1623			127			153
1657			127			73
1830			127			32
1948			127			127
2100			127			3
2956			127			130
190			128			12
411			128			22
470			128			6
902			128			15
1039			128			6
1096			128			25
1624			128			33
2540			128			22
2687			128			144
2960			128			20
191			129			17
412			129			17
460			129			3
739			129			3
903			129			17
172			13			5
340			13			4
390			13			5
626			13			9
660			13			18
661			13			32
662			13			14
663			13			12
664			13			13
665			13			13
666			13			17
667			13			14
668			13			16
669			13			14
670			13			237
671			13			115
672			13			17
673			13			15
674			13			30
675			13			191
676			13			20
677			13			101
678			13			79
679			13			124
680			13			14
681			13			20
682			13			15
683			13			17
684			13			16
685			13			15
686			13			12
687			13			14
688			13			16
689			13			36
690			13			20
691			13			67
693			13			66
694			13			62
695			13			191
696			13			154
697			13			28
698			13			80
699			13			63
700			13			14
701			13			14
702			13			14
703			13			13
704			13			31
705			13			21
706			13			15
707			13			12
708			13			18
709			13			12
710			13			14
711			13			14
712			13			14
713			13			14
714			13			12
715			13			15
717			13			82
718			13			37
719			13			100
720			13			20
721			13			57
722			13			13
723			13			12
724			13			211
725			13			14
726			13			58
727			13			63
728			13			87
729			13			13
730			13			101
731			13			105
732			13			14
733			13			19
734			13			19
735			13			18
736			13			15
737			13			15
738			13			14
739			13			13
740			13			13
741			13			15
742			13			15
743			13			12
744			13			14
745			13			13
746			13			13
747			13			18
748			13			19
749			13			13
750			13			14
751			13			20
752			13			15
753			13			24
754			13			13
755			13			96
756			13			19
757			13			15
758			13			47
759			13			87
760			13			13
761			13			64
762			13			19
763			13			24
764			13			19
765			13			18
766			13			14
767			13			43
768			13			33
769			13			15
770			13			16
771			13			16
772			13			15
773			13			13
774			13			12
775			13			16
776			13			20
777			13			16
778			13			23
779			13			15
780			13			20
781			13			14
782			13			14
783			13			12
784			13			13
785			13			20
786			13			17
787			13			13
788			13			21
789			13			13
790			13			12
791			13			15
792			13			22
793			13			13
794			13			61
795			13			19
796			13			201
797			13			13
1711			13			161
1769			13			178
1770			13			106
1808			13			70
1945			13			105
1948			13			119
1978			13			185
2020			13			228
2031			13			128
2032			13			78
2033			13			268
2034			13			90
2035			13			239
2036			13			129
2037			13			24
2038			13			25
2039			13			31
2040			13			28
2041			13			25
2042			13			62
2043			13			29
2044			13			24
2045			13			25
2046			13			236
2047			13			111
2048			13			94
2049			13			60
2050			13			131
2051			13			184
2052			13			91
2053			13			193
2054			13			196
2055			13			24
2056			13			21
2057			13			34
2058			13			25
2059			13			112
2060			13			226
2061			13			198
2062			13			111
2063			13			12
2064			13			135
2065			13			165
2066			13			25
2067			13			29
2068			13			23
2069			13			38
2070			13			19
2071			13			28
2072			13			27
2073			13			30
2074			13			37
2075			13			31
2076			13			72
2077			13			56
2078			13			93
2079			13			16
2080			13			111
2081			13			156
2082			13			166
2083			13			130
2084			13			39
2085			13			23
2086			13			23
2087			13			24
2088			13			27
2089			13			22
2090			13			42
2091			13			125
2092			13			199
2093			13			116
2094			13			107
2095			13			127
2148			13			104
2165			13			82
2295			13			32
2310			13			132
2314			13			238
2325			13			62
2399			13			26
2561			13			136
2562			13			13
2563			13			13
2564			13			16
2565			13			27
2566			13			29
2567			13			161
2568			13			195
2634			13			92
2776			13			126
2822			13			78
2825			13			35
2852			13			39
2962			13			84
3026			13			132
3122			13			27
192			130			20
413			130			21
459			130			3
1097			130			38
2154			130			159
2314			130			250
2486			130			132
3049			130			209
3056			130000			51
1559			130g6			19
193			131			18
458			131			4
586			131			22
904			131			17
1462			131			119
1658			131			101
1831			131			29
2059			131			114
2258			131			65
2750			131			185
2852			131			133
414			1311			28
716			131978			12
194			132			19
282			132			140
905			132			17
2315			132			59
2887			132			63
2930			132			85
1294			132bit			7
195			133			16
418			133			3
456			133			3
587			133			16
873			133			3
898			133			3
906			133			18
1625			133			125
1779			133			21
1999			133			72
2853			133			26
2961			133			98
196			134			20
455			134			5
588			134			15
804			134			5
903			134			5
907			134			18
1463			134			89
1780			134			34
1891			134			151
2368			134			134
197			135			16
442			135			7
454			135			7
589			135			20
1038			135			7
1319			135			7
2155			135			103
198			136			18
453			136			6
590			136			20
2156			136			28
2854			136			18
3101			136			135
3149			136			97
199			137			15
452			137			7
591			137			25
1098			137			189
1659			137			94
2688			137			143
451			138			7
592			138			15
908			138			16
1832			138			23
2316			138			129
1997			1386			125
3191			13891			32
200			139			19
450			139			7
593			139			19
1299			139			7
1626			139			135
1660			139			15
2000			139			119
2237			139			14
2962			139			93
798			14			15
799			14			71
800			14			23
801			14			17
802			14			11
803			14			13
804			14			16
805			14			13
806			14			16
807			14			15
808			14			14
809			14			13
810			14			14
811			14			14
812			14			13
813			14			16
814			14			15
815			14			16
816			14			16
817			14			12
818			14			19
819			14			13
820			14			15
821			14			17
822			14			42
823			14			20
824			14			115
825			14			78
826			14			18
827			14			26
828			14			37
829			14			20
830			14			17
831			14			17
832			14			15
833			14			18
834			14			17
835			14			17
836			14			16
837			14			15
838			14			15
839			14			17
840			14			16
841			14			17
842			14			20
843			14			12
844			14			13
845			14			16
846			14			13
847			14			27
848			14			80
849			14			181
850			14			70
851			14			104
852			14			20
853			14			14
854			14			160
855			14			119
856			14			79
857			14			39
858			14			79
859			14			12
860			14			68
861			14			100
862			14			17
863			14			12
864			14			17
865			14			107
866			14			13
867			14			141
868			14			25
869			14			15
870			14			17
871			14			14
872			14			18
873			14			14
874			14			14
875			14			17
876			14			15
877			14			20
878			14			19
879			14			19
880			14			17
881			14			18
882			14			14
883			14			16
884			14			24
885			14			15
886			14			14
887			14			34
888			14			24
889			14			17
890			14			35
891			14			103
892			14			82
893			14			89
894			14			100
895			14			35
896			14			17
897			14			25
898			14			13
899			14			15
900			14			14
901			14			15
902			14			13
903			14			15
904			14			15
905			14			15
906			14			16
907			14			16
908			14			14
909			14			15
910			14			16
911			14			16
912			14			22
913			14			11
914			14			14
915			14			12
916			14			11
917			14			11
919			14			13
920			14			19
921			14			15
922			14			13
923			14			13
924			14			12
925			14			20
926			14			12
927			14			22
928			14			14
929			14			11
930			14			15
931			14			20
932			14			17
933			14			14
934			14			13
935			14			16
936			14			16
937			14			20
939			14			14
940			14			74
941			14			58
942			14			113
943			14			15
944			14			126
945			14			18
946			14			26
947			14			15
1670			14			33
1756			14			26
1962			14			40
2096			14			192
2097			14			119
2098			14			28
2099			14			32
2100			14			18
2101			14			24
2102			14			22
2103			14			25
2104			14			27
2105			14			120
2106			14			222
2107			14			69
2108			14			58
2109			14			126
2110			14			124
2111			14			111
2112			14			108
2113			14			210
2114			14			112
2115			14			23
2116			14			41
2117			14			33
2118			14			30
2119			14			24
2120			14			24
2121			14			21
2122			14			29
2123			14			27
2124			14			26
2125			14			125
2126			14			50
2127			14			170
2128			14			89
2129			14			57
2130			14			136
2313			14			125
3158			14			97
3159			14			24
3160			14			211
3161			14			26
3162			14			66
3163			14			204
3164			14			146
3165			14			144
201			140			19
449			140			3
594			140			20
773			140			4
909			140			17
1833			140			25
2259			140			32
2369			140			148
2423			140			108
2629			140			115
2689			140			29
1161			1400			19
2423			14000			84
2887			14000			72
637			1401			111
637			1401			113
637			1401			122
827			1401			9
953			1401			5
1161			1401			1
1161			1401			95
1264			1401			2
1264			1401			17
1195			14017090			34
448			141			4
910			141			18
1464			141			115
1661			141			23
844			1410			1
1088			1410			82
1260			1410			61
938			141978			12
432			142			4
911			142			18
1662			142			36
2001			142			50
2117			142			35
2157			142			27
2260			142			31
2690			142			25
431			143			3
1627			143			96
1892			143			161
2060			143			228
2118			143			32
2811			143			133
2855			143			110
3102			143			83
283			144			16
430			144			3
595			144			115
912			144			24
2487			144			76
414			1440			2
414			1440			12
202			145			93
429			145			8
